Year,OrgSize,Industry,Experience,Title,Country,Salary
2023,,,,"Developer, full-stack",Canada,
2023,,,,,Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",More than 50 years,Educator,Canada,
2023,"1,000 to 4,999 employees",,16,"Developer, back-end",Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, back-end",Canada,63199.0
2023,10 to 19 employees,Healthcare,40,"Developer, full-stack",Canada,89222.0
2023,2 to 9 employees,,3,Other (please specify):,Canada,
2023,,,17,Security professional,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,100 to 499 employees,,10,"Developer, full-stack",Canada,152420.0
2023,20 to 99 employees,Advertising Services,15,Other (please specify):,Canada,155394.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",12,Engineering manager,Canada,104092.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",12,"Developer, front-end",Canada,63199.0
2023,100 to 499 employees,Other,11,"Developer, full-stack",Canada,
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",21,"Developer, mobile",Canada,97400.0
2023,100 to 499 employees,,10,"Developer, front-end",Canada,85504.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",Less than 1 year,"Developer, full-stack",Canada,74351432.0
2023,,,,,Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",33,Cloud infrastructure engineer,Canada,89222.0
2023,100 to 499 employees,,10,"Engineer, site reliability",Canada,96657.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",13,"Developer, full-stack",Canada,159856.0
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",13,"Developer, full-stack",Canada,113758.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,15,"Developer, full-stack",Canada,37176.0
2023,"1,000 to 4,999 employees",,5,"Engineer, site reliability",Canada,141268.0
2023,"1,000 to 4,999 employees",Retail and Consumer Services,3,"Developer, back-end",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",8,"Developer, back-end",Canada,89222.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",28,"Developer, desktop or enterprise applications",Canada,133833.0
2023,"10,000 or more employees",,5,"Developer, full-stack",Canada,193314.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,34,"Developer, full-stack",Canada,130115.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",15,"Developer, back-end",Canada,74351.0
2023,20 to 99 employees,,16,Engineering manager,Canada,178443.0
2023,"1,000 to 4,999 employees",Financial Services,18,DevOps specialist,Canada,118962.0
2023,,"Information Services, IT, Software Development, or other Technology",,"Developer, back-end",Canada,
2023,,,,Student,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,7,"Developer, full-stack",Canada,55764.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",8,"Developer, mobile",Canada,70634.0
2023,,,,"Developer, full-stack",Canada,
2023,"10,000 or more employees",,21,"Developer, back-end",Canada,
2023,10 to 19 employees,"Manufacturing, Transportation, or Supply Chain",14,Engineering manager,Canada,89222.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10,"Developer, desktop or enterprise applications",Canada,104092.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,More than 50 years,"Developer, desktop or enterprise applications",Canada,
2023,100 to 499 employees,Legal Services,35,Other (please specify):,Canada,81787.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",6,"Developer, front-end",Canada,74351.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,2,Other (please specify):,Canada,7435.0
2023,500 to 999 employees,,3,"Engineer, data",Canada,78813.0
2023,2 to 9 employees,Other,34,"Developer, full-stack",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10,Engineering manager,Canada,126397.0
2023,"10,000 or more employees",Other,3,Other (please specify):,Canada,78069.0
2023,100 to 499 employees,Other,10,Engineering manager,Canada,223054.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",2,"Developer, desktop or enterprise applications",Canada,37176.0
2023,"1,000 to 4,999 employees",,26,"Developer, game or graphics",Canada,152420.0
2023,"10,000 or more employees",,3,"Developer, full-stack",Canada,69147.0
2023,"5,000 to 9,999 employees",,8,Other (please specify):,Canada,66916.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",14,"Developer, front-end",Canada,66916.0
2023,,,,,Canada,
2023,20 to 99 employees,,41,"Developer, desktop or enterprise applications",Canada,
2023,500 to 999 employees,,12,"Developer, full-stack",Canada,
2023,500 to 999 employees,Financial Services,10,"Developer, front-end",Canada,96657.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,22,"Developer, full-stack",Canada,111527.0
2023,,,,"Developer, front-end",Canada,
2023,"10,000 or more employees",,23,"Developer, back-end",Canada,
2023,20 to 99 employees,,26,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",7,"Developer, back-end",Canada,93.0
2023,100 to 499 employees,Other,6,"Developer, desktop or enterprise applications",Canada,148703.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",4,"Developer, full-stack",Canada,55764.0
2023,500 to 999 employees,,10,"Developer, back-end",Canada,
2023,100 to 499 employees,Retail and Consumer Services,2,"Developer, full-stack",Canada,69736.0
2023,100 to 499 employees,,20,"Developer, full-stack",Canada,
2023,2 to 9 employees,,8,"Developer, full-stack",Canada,178443.0
2023,10 to 19 employees,,5,"Developer, front-end",Canada,63199.0
2023,10 to 19 employees,,3,"Developer, front-end",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",4,"Developer, back-end",Canada,206697.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, back-end",Canada,25279.0
2023,I don’t know,,15,"Developer, desktop or enterprise applications",Canada,100374.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,Less than 1 year,"Developer, mobile",Canada,
2023,"1,000 to 4,999 employees",,26,"Developer, full-stack",Canada,7435.0
2023,,,,Student,Canada,
2023,20 to 99 employees,Retail and Consumer Services,6,"Developer, full-stack",Canada,109499.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",9,"Developer, game or graphics",Canada,70634.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",19,"Developer, desktop or enterprise applications",Canada,
2023,,,,Other (please specify):,Canada,
2023,,,,,Canada,
2023,10 to 19 employees,Retail and Consumer Services,15,"Developer, full-stack",Canada,72121.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",23,"Developer, game or graphics",Canada,185879.0
2023,,Financial Services,4,"Engineer, site reliability",Canada,
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",13,"Developer, back-end",Canada,104092.0
2023,,,,,Canada,
2023,"10,000 or more employees",,1,"Developer, back-end",Canada,74351.0
2023,,,,,Canada,
2023,10 to 19 employees,,4,"Developer, desktop or enterprise applications",Canada,46841.0
2023,,,,,Canada,
2023,,,,Other (please specify):,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",8,"Developer, full-stack",Canada,115245.0
2023,,,,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",32,"Developer, QA or test",Canada,34202.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",15,"Developer, QA or test",Canada,
2023,2 to 9 employees,,2,"Developer, full-stack",Canada,90709.0
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",6,"Developer, full-stack",Canada,8922.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",46,"Developer, full-stack",Canada,
2023,"1,000 to 4,999 employees",,7,"Developer, full-stack",Canada,74351.0
2023,"5,000 to 9,999 employees",,30,"Developer, full-stack",Canada,
2023,,,,,Canada,
2023,20 to 99 employees,,9,"Developer, front-end",Canada,78813.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, full-stack",Canada,92939.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,500 to 999 employees,,10,Scientist,Canada,92939.0
2023,100 to 499 employees,,8,Cloud infrastructure engineer,Canada,84761.0
2023,20 to 99 employees,,12,"Developer, full-stack",Canada,81787.0
2023,,,,Student,Canada,
2023,,,,,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,12,"Developer, back-end",Canada,96657.0
2023,,,,,Canada,
2023,"10,000 or more employees",Financial Services,5,Cloud infrastructure engineer,Canada,245360.0
2023,,,,,Canada,
2023,,,,"Developer, front-end",Canada,
2023,"10,000 or more employees",Financial Services,13,"Developer, back-end",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",15,System administrator,Canada,92939.0
2023,,,,,Canada,
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",12,DevOps specialist,Canada,156138.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,"10,000 or more employees",,12,Engineering manager,Canada,141268.0
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",Financial Services,15,Engineering manager,Canada,223054.0
2023,,,7,Other (please specify):,Canada,
2023,"5,000 to 9,999 employees",,5,Data scientist or machine learning specialist,Canada,178443.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",15,"Engineer, site reliability",Canada,223054.0
2023,,,,,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,3,"Developer, full-stack",Canada,
2023,"10,000 or more employees",,8,"Developer, game or graphics",Canada,275100.0
2023,10 to 19 employees,,5,"Developer, full-stack",Canada,92939.0
2023,20 to 99 employees,,18,"Developer, mobile",Canada,111527.0
2023,"10,000 or more employees",Financial Services,15,"Developer, full-stack",Canada,78069.0
2023,,,,,Canada,
2023,100 to 499 employees,,4,"Developer, back-end",Canada,75838.0
2023,100 to 499 employees,,12,"Developer, desktop or enterprise applications",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",7,"Developer, embedded applications or devices",Canada,74351.0
2023,,,,,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,"10,000 or more employees",,25,"Developer, full-stack",Canada,
2023,,"Manufacturing, Transportation, or Supply Chain",8,Other (please specify):,Canada,
2023,"1,000 to 4,999 employees",Retail and Consumer Services,8,"Developer, full-stack",Canada,78069.0
2023,"1,000 to 4,999 employees",,3,"Developer, mobile",Canada,148703.0
2023,100 to 499 employees,,7,"Engineer, site reliability",Canada,104092.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",6,"Developer, back-end",Canada,134204.0
2023,,,,,Canada,
2023,"10,000 or more employees",Financial Services,14,"Developer, full-stack",Canada,
2023,2 to 9 employees,,26,"Engineer, data",Canada,
2023,100 to 499 employees,Healthcare,23,"Developer, desktop or enterprise applications",Canada,86248.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",27,"Developer, full-stack",Canada,70000.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,10 to 19 employees,,9,Research & Development role,Canada,96657.0
2023,2 to 9 employees,,5,"Developer, full-stack",Canada,34202.0
2023,,,,,Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",14,"Developer, back-end",Canada,275100.0
2023,,,,,Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",7,"Developer, full-stack",Canada,185879.0
2023,20 to 99 employees,,5,Other (please specify):,Canada,70634.0
2023,20 to 99 employees,,4,"Developer, full-stack",Canada,66916.0
2023,,,,"Developer, back-end",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,10,Security professional,Canada,124910.0
2023,,,,Student,Canada,
2023,2 to 9 employees,,10,"Developer, game or graphics",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",Less than 1 year,"Developer, full-stack",Canada,18588.0
2023,"10,000 or more employees",,3,Data or business analyst,Canada,
2023,"1,000 to 4,999 employees",,25,"Developer, back-end",Canada,111527.0
2023,100 to 499 employees,,2,Data or business analyst,Canada,66916.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,6,"Developer, full-stack",Canada,18588.0
2023,2 to 9 employees,,,"Developer, full-stack",Canada,148703.0
2023,,,,"Developer, full-stack",Canada,
2023,,,,,Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",17,Other (please specify):,Canada,144985.0
2023,100 to 499 employees,,2,"Developer, full-stack",Canada,38663.0
2023,,,,"Developer, QA or test",Canada,
2023,"10,000 or more employees",,3,Engineering manager,Canada,130115.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,5,"Developer, full-stack",Canada,
2023,,Other,,"Developer, front-end",Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",2,Blockchain,Canada,81787.0
2023,,,,Student,Canada,
2023,20 to 99 employees,Other,4,Project manager,Canada,97400.0
2023,,,,DevOps specialist,Canada,
2023,,Other,,Research & Development role,Canada,
2023,"5,000 to 9,999 employees",Healthcare,22,"Developer, full-stack",Canada,167291.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",30,Research & Development role,Canada,223054.0
2023,100 to 499 employees,,16,"Senior Executive (C-Suite, VP, etc.)",Canada,81043.0
2023,,,,,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",17,"Developer, back-end",Canada,89.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,31,Research & Development role,Canada,
2023,20 to 99 employees,Other,12,Other (please specify):,Canada,104092.0
2023,,,,Student,Canada,
2023,,,40,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,500 to 999 employees,Retail and Consumer Services,2,"Engineer, site reliability",Canada,77325.0
2023,,,,Student,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",17,Engineering manager,Canada,115245.0
2023,"10,000 or more employees",Advertising Services,24,"Developer, back-end",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",7,Scientist,Canada,120449.0
2023,100 to 499 employees,,25,"Developer, game or graphics",Canada,111527.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",48,Other (please specify):,Canada,
2023,"1,000 to 4,999 employees",,15,"Developer, full-stack",Canada,111527.0
2023,"5,000 to 9,999 employees",Other,10,"Developer, mobile",Canada,131.0
2023,"5,000 to 9,999 employees",,30,Project manager,Canada,156882.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,"5,000 to 9,999 employees",Financial Services,7,"Developer, back-end",Canada,483284.0
2023,500 to 999 employees,,20,"Developer, desktop or enterprise applications",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",7,"Developer, full-stack",Canada,
2023,,Other,,Data or business analyst,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,"5,000 to 9,999 employees",,4,"Developer, back-end",Canada,89222.0
2023,,,,"Developer, back-end",Canada,
2023,,,,"Developer, desktop or enterprise applications",Canada,
2023,,,,Student,Canada,
2023,,,,,Canada,
2023,,,,,Canada,
2023,,,,Data or business analyst,Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",7,Cloud infrastructure engineer,Canada,59481.0
2023,100 to 499 employees,,6,"Developer, full-stack",Canada,47585.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",10,Cloud infrastructure engineer,Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",31,Engineering manager,Canada,107810.0
2023,100 to 499 employees,,2,"Developer, full-stack",Canada,90709.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,30,"Engineer, data",Canada,
2023,20 to 99 employees,Other,5,"Developer, full-stack",Canada,66916.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",30,"Developer, full-stack",Canada,33458.0
2023,100 to 499 employees,,11,"Developer, full-stack",Canada,159856.0
2023,"10,000 or more employees",Financial Services,15,"Engineer, site reliability",Canada,118962.0
2023,,,,,Canada,
2023,,Other,,"Developer, full-stack",Canada,
2023,,,,Data scientist or machine learning specialist,Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",9,Security professional,Canada,85672.0
2023,,,,,Canada,
2023,500 to 999 employees,,14,"Developer, desktop or enterprise applications",Canada,85504.0
2023,2 to 9 employees,Higher Education,6,"Developer, full-stack",Canada,
2023,"5,000 to 9,999 employees",,5,"Developer, mobile",Canada,70634.0
2023,2 to 9 employees,,19,DevOps specialist,Canada,55764.0
2023,100 to 499 employees,Legal Services,4,"Developer, back-end",Canada,54277.0
2023,10 to 19 employees,Other,2,"Developer, embedded applications or devices",Canada,29741.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",18,"Developer, full-stack",Canada,100374.0
2023,100 to 499 employees,Other,20,"Developer, full-stack",Canada,48328.0
2023,100 to 499 employees,Financial Services,7,"Developer, back-end",Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",2,System administrator,Canada,55764.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",24,"Developer, back-end",Canada,89222.0
2023,"5,000 to 9,999 employees",,8,"Developer, desktop or enterprise applications",Canada,81787.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,9,"Developer, game or graphics",Canada,
2023,2 to 9 employees,,2,"Developer, full-stack",Canada,49072.0
2023,,,,Student,Canada,
2023,100 to 499 employees,,12,Developer Experience,Canada,
2023,,,7,Engineering manager,Canada,
2023,,Higher Education,,"Developer, full-stack",Canada,
2023,100 to 499 employees,Oil & Gas,14,"Developer, full-stack",Canada,111527.0
2023,20 to 99 employees,Other,17,Engineering manager,Canada,141268.0
2023,100 to 499 employees,Healthcare,10,"Developer, desktop or enterprise applications",Canada,85504.0
2023,"10,000 or more employees",,Less than 1 year,Database administrator,Canada,55020.0
2023,20 to 99 employees,,6,"Developer, desktop or enterprise applications",Canada,120000.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",11,"Developer, back-end",Canada,122680.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10,"Developer, back-end",Canada,78069.0
2023,500 to 999 employees,,18,"Developer, full-stack",Canada,68403.0
2023,2 to 9 employees,,2,Engineering manager,Canada,59481.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, back-end",Canada,63199.0
2023,"1,000 to 4,999 employees",,2,Hardware Engineer,Canada,53533.0
2023,I don’t know,"Manufacturing, Transportation, or Supply Chain",13,Other (please specify):,Canada,44611.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",12,"Developer, full-stack",Canada,
2023,20 to 99 employees,,30,"Developer, back-end",Canada,111527.0
2023,20 to 99 employees,Financial Services,18,Engineering manager,Canada,175000.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,,,18,Project manager,Canada,
2023,"5,000 to 9,999 employees",,3,"Developer, back-end",Canada,76582.0
2023,2 to 9 employees,,4,"Developer, front-end",Canada,37176.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",4,"Developer, full-stack",Canada,96657.0
2023,"Just me - I am a freelancer, sole proprietor, etc.","Information Services, IT, Software Development, or other Technology",19,"Developer, full-stack",Canada,133833.0
2023,500 to 999 employees,Insurance,4,"Developer, QA or test",Canada,49072.0
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",8,"Developer, front-end",Canada,91452.0
2023,20 to 99 employees,,8,Cloud infrastructure engineer,Canada,84017.0
2023,10 to 19 employees,Healthcare,6,"Developer, full-stack",Canada,63199.0
2023,,,17,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,"1,000 to 4,999 employees",Other,5,"Developer, desktop or enterprise applications",Canada,70634.0
2023,10 to 19 employees,,1,"Developer, front-end",Canada,
2023,,,,"Developer, full-stack",Canada,
2023,I don’t know,Other,5,Research & Development role,Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2,"Developer, back-end",Canada,118962.0
2023,,,,Academic researcher,Canada,
2023,20 to 99 employees,,17,"Senior Executive (C-Suite, VP, etc.)",Canada,185879.0
2023,"10,000 or more employees",,21,Cloud infrastructure engineer,Canada,173733.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,3,"Developer, desktop or enterprise applications",Canada,
2023,100 to 499 employees,,3,"Developer, back-end",Canada,56507.0
2023,"1,000 to 4,999 employees",,6,"Developer, full-stack",Canada,75095.0
2023,500 to 999 employees,Higher Education,10,Product manager,Canada,81787.0
2023,,,,Data or business analyst,Canada,
2023,,,18,Cloud infrastructure engineer,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",,"Developer, back-end",Canada,101490.0
2023,,,,Student,Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, full-stack",Canada,111527.0
2023,,,,,Canada,
2023,2 to 9 employees,,7,Designer,Canada,
2023,,,,Student,Canada,
2023,,,,Academic researcher,Canada,
2023,"1,000 to 4,999 employees",,10,"Developer, full-stack",Canada,74351.0
2023,"5,000 to 9,999 employees",Other,17,"Developer, full-stack",Canada,89965.0
2023,"5,000 to 9,999 employees",,5,"Developer, full-stack",Canada,63199.0
2023,100 to 499 employees,Financial Services,5,Product manager,Canada,59481.0
2023,"5,000 to 9,999 employees",Financial Services,20,"Developer, full-stack",Canada,75095.0
2023,,,,"Developer, embedded applications or devices",Canada,
2023,20 to 99 employees,,15,System administrator,Canada,
2023,,,,Academic researcher,Canada,
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, mobile",Canada,104092.0
2023,,,,"Developer, full-stack",Canada,
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",8,"Developer, front-end",Canada,52046.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",9,"Developer, full-stack",Canada,81787.0
2023,,,,Academic researcher,Canada,
2023,,,,,Canada,
2023,"1,000 to 4,999 employees",,8,DevOps specialist,Canada,67660.0
2023,,,,,Canada,
2023,20 to 99 employees,Financial Services,5,"Developer, full-stack",Canada,74351.0
2023,"1,000 to 4,999 employees",,Less than 1 year,"Developer, full-stack",Canada,23792.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",20,"Developer, full-stack",Canada,817866.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",16,"Developer, full-stack",Canada,74351.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",26,Cloud infrastructure engineer,Canada,122680.0
2023,10 to 19 employees,,13,"Developer, front-end",Canada,85504.0
2023,20 to 99 employees,,4,"Developer, full-stack",Canada,66916.0
2023,,,,,Canada,
2023,,,,,Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",19,"Developer, back-end",Canada,178443.0
2023,"5,000 to 9,999 employees",,22,"Developer, full-stack",Canada,89222.0
2023,"5,000 to 9,999 employees",,8,Other (please specify):,Canada,151305.0
2023,,,,Project manager,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,33,"Developer, full-stack",Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",13,"Developer, full-stack",Canada,
2023,"5,000 to 9,999 employees",Retail and Consumer Services,12,"Developer, full-stack",Canada,149.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",34,"Developer, back-end",Canada,118962.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",17,"Developer, back-end",Canada,223054.0
2023,,,,,Canada,
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",2,Hardware Engineer,Canada,48328.0
2023,20 to 99 employees,Retail and Consumer Services,30,"Developer, desktop or enterprise applications",Canada,74351.0
2023,,,20,Other (please specify):,Canada,
2023,10 to 19 employees,,8,"Developer, back-end",Canada,136063.0
2023,100 to 499 employees,,12,"Developer, full-stack",Canada,130115.0
2023,100 to 499 employees,,25,"Developer, back-end",Canada,
2023,500 to 999 employees,,16,"Developer, full-stack",Canada,215619.0
2023,,,,,Canada,
2023,2 to 9 employees,,Less than 1 year,"Developer, full-stack",Canada,
2023,"10,000 or more employees",,11,Engineering manager,Canada,126397.0
2023,2 to 9 employees,Healthcare,2,"Developer, full-stack",Canada,40893.0
2023,100 to 499 employees,,10,"Developer, full-stack",Canada,100374.0
2023,,,,"Developer, back-end",Canada,
2023,,,,Student,Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",3,"Developer, full-stack",Canada,81787.0
2023,20 to 99 employees,,11,"Developer, full-stack",Canada,
2023,500 to 999 employees,,8,"Developer, full-stack",Canada,120449.0
2023,100 to 499 employees,,5,Research & Development role,Canada,94426.0
2023,20 to 99 employees,Healthcare,7,DevOps specialist,Canada,118962.0
2023,500 to 999 employees,Financial Services,19,"Developer, full-stack",Canada,122680.0
2023,,Healthcare,,DevOps specialist,Canada,
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2,"Developer, full-stack",Canada,40150.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,30,Other (please specify):,Canada,126397.0
2023,10 to 19 employees,,34,Other (please specify):,Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",27,"Senior Executive (C-Suite, VP, etc.)",Canada,111527.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",25,"Developer, full-stack",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",18,"Developer, full-stack",Canada,193314.0
2023,100 to 499 employees,,2,"Developer, desktop or enterprise applications",Canada,104092.0
2023,20 to 99 employees,Healthcare,2,"Developer, full-stack",Canada,104092.0
2023,20 to 99 employees,Retail and Consumer Services,7,"Developer, full-stack",Canada,111527.0
2023,"1,000 to 4,999 employees",Insurance,8,Data scientist or machine learning specialist,Canada,78813.0
2023,10 to 19 employees,,5,"Developer, full-stack",Canada,63199.0
2023,20 to 99 employees,Healthcare,9,Developer Experience,Canada,
2023,2 to 9 employees,Other,1,Blockchain,Canada,99000.0
2023,2 to 9 employees,,20,"Developer, full-stack",Canada,108000.0
2023,"1,000 to 4,999 employees",,6,Engineering manager,Canada,70634.0
2023,"10,000 or more employees",Other,10,"Developer, back-end",Canada,223054.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",8,"Developer, back-end",Canada,185135.0
2023,,,,,Canada,
2023,"5,000 to 9,999 employees",Retail and Consumer Services,23,"Developer, back-end",Canada,148703.0
2023,10 to 19 employees,,5,Research & Development role,Canada,53533.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",25,"Developer, full-stack",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,26,"Developer, full-stack",Canada,148703.0
2023,,,,Student,Canada,
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",6,"Developer, desktop or enterprise applications",Canada,166547.0
2023,20 to 99 employees,,26,Product manager,Canada,
2023,20 to 99 employees,Oil & Gas,15,"Developer, back-end",Canada,111527.0
2023,20 to 99 employees,Oil & Gas,8,"Developer, back-end",Canada,123423.0
2023,"1,000 to 4,999 employees",,Less than 1 year,"Developer, QA or test",Canada,26767.0
2023,500 to 999 employees,Healthcare,35,Other (please specify):,Canada,118962.0
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2,Other (please specify):,Canada,83274.0
2023,,,,"Developer, full-stack",Canada,
2023,,,,Other (please specify):,Canada,
2023,100 to 499 employees,Oil & Gas,3,"Developer, back-end",Canada,92939.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,15,Designer,Canada,
2023,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",12,Cloud infrastructure engineer,Canada,176213.0
2023,20 to 99 employees,Healthcare,Less than 1 year,"Developer, full-stack",Canada,66916.0
2023,,,,,Canada,
