City,0-1,2-4,5-9,10-*,Role,Province,Group Size,Population
London,61617.6,87926.40000000001,95889.6,103852.8,Product manager,Ontario,Large urban,423369.0
London,61617.6,87926.40000000001,95889.6,103852.8,Project manager,Ontario,Large urban,423369.0
Halifax,30600.0,38764.8,52264.8,65764.8,Designer,Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,DevOps specialist,Nova Scotia,Large urban,348634.0
Halifax,30600.0,38764.8,52264.8,65764.8,Developer Experience,Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,Database administrator,Nova Scotia,Large urban,348634.0
Halifax,27360.0,55382.4,67500.0,79617.6,"Developer, game or graphics",Nova Scotia,Large urban,348634.0
Halifax,42696.0,63619.2,79653.6,95688.0,Research & Development role,Nova Scotia,Large urban,348634.0
Halifax,32097.6,51307.200000000004,69501.6,87696.0,"Engineer, data",Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,System administrator,Nova Scotia,Large urban,348634.0
Halifax,24134.4,48484.8,57801.6,67118.4,"Developer, full-stack",Nova Scotia,Large urban,348634.0
Halifax,32097.6,51307.200000000004,69501.6,87696.0,Data or business analyst,Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,Security professional,Nova Scotia,Large urban,348634.0
Halifax,24134.4,48484.8,57801.6,67118.4,"Developer, back-end",Nova Scotia,Large urban,348634.0
Halifax,42696.0,63619.2,79653.6,95688.0,Educator,Nova Scotia,Large urban,348634.0
Halifax,24134.4,48484.8,57801.6,67118.4,"Developer, front-end",Nova Scotia,Large urban,348634.0
Halifax,64151.99999999999,69235.2,102924.0,136612.80000000002,"Senior Executive (C-Suite, VP, etc.)",Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,Cloud infrastructure engineer,Nova Scotia,Large urban,348634.0
Halifax,42696.0,63619.2,79653.6,95688.0,Academic researcher,Nova Scotia,Large urban,348634.0
Halifax,64151.99999999999,69235.2,102924.0,136612.80000000002,Product manager,Nova Scotia,Large urban,348634.0
Halifax,24134.4,48484.8,57801.6,67118.4,"Developer, desktop or enterprise applications",Nova Scotia,Large urban,348634.0
Halifax,64151.99999999999,69235.2,102924.0,136612.80000000002,Project manager,Nova Scotia,Large urban,348634.0
Halifax,34214.4,51580.8,72280.79999999999,92980.79999999999,"Developer, QA or test",Nova Scotia,Large urban,348634.0
Halifax,24134.4,48484.8,57801.6,67118.4,"Developer, mobile",Nova Scotia,Large urban,348634.0
Halifax,32097.6,51307.200000000004,69501.6,87696.0,Data scientist or machine learning specialist,Nova Scotia,Large urban,348634.0
Halifax,42696.0,63619.2,79653.6,95688.0,Scientist,Nova Scotia,Large urban,348634.0
Halifax,64151.99999999999,69235.2,102924.0,136612.80000000002,Engineering manager,Nova Scotia,Large urban,348634.0
Halifax,34502.4,58204.8,73951.20000000001,89697.6,"Engineer, site reliability",Nova Scotia,Large urban,348634.0
Windsor-Sarnia,23832.0,29073.600000000002,40456.8,51840.0,Designer,Ontario,Large urban,306519.0
Windsor-Sarnia,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Project manager,Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,"Engineer, site reliability",Ontario,Large urban,306519.0
Windsor-Sarnia,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,"Senior Executive (C-Suite, VP, etc.)",Ontario,Large urban,306519.0
Windsor-Sarnia,39873.6,62308.8,85924.79999999999,109540.79999999999,"Developer, QA or test",Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,Security professional,Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,System administrator,Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,Database administrator,Ontario,Large urban,306519.0
Windsor-Sarnia,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Product manager,Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,Cloud infrastructure engineer,Ontario,Large urban,306519.0
Windsor-Sarnia,28800.0,75283.2,96487.20000000001,117691.20000000001,DevOps specialist,Ontario,Large urban,306519.0
Windsor-Sarnia,23832.0,29073.600000000002,40456.8,51840.0,Developer Experience,Ontario,Large urban,306519.0
Windsor-Sarnia,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Engineering manager,Ontario,Large urban,306519.0
Saskatoon–Biggar,20160.0,33120.0,51451.2,69782.4,Designer,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,45676.799999999996,85492.8,113220.0,140947.19999999998,Product manager,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,DevOps specialist,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,45676.799999999996,85492.8,113220.0,140947.19999999998,"Senior Executive (C-Suite, VP, etc.)",Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,45676.799999999996,85492.8,113220.0,140947.19999999998,Engineering manager,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,38880.0,67680.0,78840.0,90000.0,"Developer, QA or test",Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,"Engineer, site reliability",Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,Cloud infrastructure engineer,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,45676.799999999996,85492.8,113220.0,140947.19999999998,Project manager,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,20160.0,33120.0,51451.2,69782.4,Developer Experience,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,System administrator,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,33235.2,57600.0,64800.0,72000.0,"Developer, game or graphics",Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,Security professional,Saskatchewan,Large urban,264637.0
Saskatoon–Biggar,41544.0,63000.0,75808.8,88617.6,Database administrator,Saskatchewan,Large urban,264637.0
Regina–Moose Mountain,51840.0,65073.6,78228.0,91382.4,Scientist,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,"Engineer, site reliability",Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,51840.0,65073.6,78228.0,91382.4,Research & Development role,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,38880.0,67680.0,78840.0,90000.0,"Developer, QA or test",Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,System administrator,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,Database administrator,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,54720.0,90993.59999999999,116704.79999999999,142416.0,Engineering manager,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,20160.0,34560.0,55677.6,76795.2,Developer Experience,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,54720.0,90993.59999999999,116704.79999999999,142416.0,Project manager,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,DevOps specialist,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,Cloud infrastructure engineer,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,20160.0,34560.0,55677.6,76795.2,Designer,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,51840.0,65073.6,78228.0,91382.4,Academic researcher,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,54720.0,90993.59999999999,116704.79999999999,142416.0,Product manager,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,33235.2,53164.8,62582.4,72000.0,"Developer, game or graphics",Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,41544.0,63000.0,75808.8,88617.6,Security professional,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,51840.0,65073.6,78228.0,91382.4,Educator,Saskatchewan,Large urban,224996.0
Regina–Moose Mountain,54720.0,90993.59999999999,116704.79999999999,142416.0,"Senior Executive (C-Suite, VP, etc.)",Saskatchewan,Large urban,224996.0
Kingston–Pembroke,24926.399999999998,55065.600000000006,64454.4,73843.2,"Developer, desktop or enterprise applications",Ontario,Large urban,127943.0
Kingston–Pembroke,24926.399999999998,55065.600000000006,64454.4,73843.2,"Developer, mobile",Ontario,Large urban,127943.0
Kingston–Pembroke,24926.399999999998,55065.600000000006,64454.4,73843.2,"Developer, front-end",Ontario,Large urban,127943.0
Kingston–Pembroke,24926.399999999998,55065.600000000006,64454.4,73843.2,"Developer, full-stack",Ontario,Large urban,127943.0
Kingston–Pembroke,24926.399999999998,55065.600000000006,64454.4,73843.2,"Developer, back-end",Ontario,Large urban,127943.0
Kingston–Pembroke,41529.6,64800.0,78264.0,91728.0,"Developer, embedded applications or devices",Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,Security professional,Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,Database administrator,Ontario,Large urban,127943.0
Kingston–Pembroke,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Engineering manager,Ontario,Large urban,127943.0
Kingston–Pembroke,41529.6,64800.0,78264.0,91728.0,Hardware Engineer,Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,"Engineer, site reliability",Ontario,Large urban,127943.0
Kingston–Pembroke,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Product manager,Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,System administrator,Ontario,Large urban,127943.0
Kingston–Pembroke,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,"Senior Executive (C-Suite, VP, etc.)",Ontario,Large urban,127943.0
Kingston–Pembroke,56649.600000000006,88617.6,107078.40000000001,125539.20000000001,Project manager,Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,Cloud infrastructure engineer,Ontario,Large urban,127943.0
Kingston–Pembroke,46151.99999999999,74073.59999999999,95882.4,117691.20000000001,DevOps specialist,Ontario,Large urban,127943.0
Moncton–Richibucto,22824.0,41688.0,53244.0,64800.0,Designer,New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,"Engineer, site reliability",New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,System administrator,New Brunswick,Large urban,119785.0
Moncton–Richibucto,39211.2,56116.799999999996,74210.4,92303.99999999999,"Developer, game or graphics",New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,Cloud infrastructure engineer,New Brunswick,Large urban,119785.0
Moncton–Richibucto,22824.0,41688.0,53244.0,64800.0,Developer Experience,New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,Security professional,New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,DevOps specialist,New Brunswick,Large urban,119785.0
Moncton–Richibucto,43200.0,48456.0,67428.0,86400.0,"Developer, QA or test",New Brunswick,Large urban,119785.0
Moncton–Richibucto,31737.6,59083.200000000004,77205.6,95328.0,"Developer, embedded applications or devices",New Brunswick,Large urban,119785.0
Moncton–Richibucto,58219.2,77644.8,93664.8,109684.8,"Senior Executive (C-Suite, VP, etc.)",New Brunswick,Large urban,119785.0
Moncton–Richibucto,41054.4,56678.4,75657.6,94636.8,Database administrator,New Brunswick,Large urban,119785.0
Moncton–Richibucto,58219.2,77644.8,93664.8,109684.8,Product manager,New Brunswick,Large urban,119785.0
Moncton–Richibucto,31737.6,59083.200000000004,77205.6,95328.0,Hardware Engineer,New Brunswick,Large urban,119785.0
Moncton–Richibucto,58219.2,77644.8,93664.8,109684.8,Engineering manager,New Brunswick,Large urban,119785.0
Moncton–Richibucto,58219.2,77644.8,93664.8,109684.8,Project manager,New Brunswick,Large urban,119785.0
